Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,47.90363401647494,49.36902887584235,47.85725787280894,49.35047912597656,33857600,0.0,0.0
2022-01-04 00:00:00-05:00,49.684367570504094,50.02752909817222,48.83110030430163,49.28555679321289,45681400,0.0,0.0
2022-01-05 00:00:00-05:00,50.25940110621688,52.095784086568784,49.925516186337504,49.96261215209961,59109300,0.0,0.0
2022-01-06 00:00:00-05:00,50.64893875943675,50.70458447701535,49.54525152074919,50.09245681762695,35757900,0.0,0.0
2022-01-07 00:00:00-05:00,50.25940057905962,50.44489455793817,49.29483825729722,49.56380081176758,30717200,0.0,0.0
2022-01-10 00:00:00-05:00,50.05536504019112,51.29817021481781,49.44323732958416,51.20542144775391,49260800,0.0,0.0
2022-01-11 00:00:00-05:00,51.47437991723928,52.01231207227358,50.76023043797126,51.85464096069336,39795200,0.0,0.0
2022-01-12 00:00:00-05:00,52.06796012378698,52.19780484620986,50.83443172276632,51.69697570800781,29136800,0.0,0.0
2022-01-13 00:00:00-05:00,51.938121359451486,52.13288846542853,50.797338047009696,50.95500564575195,29605400,0.0,0.0
2022-01-14 00:00:00-05:00,50.87152923582224,51.72480014028671,50.57474027896593,51.65987777709961,30151500,0.0,0.0
2022-01-18 00:00:00-05:00,51.2981685923273,51.61350731436344,50.71386376131842,50.78805923461914,35313800,0.0,0.0
2022-01-19 00:00:00-05:00,50.66749026527295,50.87153046679681,49.67510150339549,49.73074722290039,30595100,0.0,0.0
2022-01-20 00:00:00-05:00,49.95334278620211,50.16665964182413,48.172605390134336,48.26535415649414,28582600,0.0,0.0
2022-01-21 00:00:00-05:00,48.30245366303806,49.27629271279209,48.18188203577216,48.26535415649414,46372400,0.0,0.0
2022-01-24 00:00:00-05:00,47.74596613081122,48.3488206590854,46.262021421525446,48.17259979248047,64198400,0.0,0.0
2022-01-25 00:00:00-05:00,47.310058171713926,47.87581322582321,46.60518528433407,47.30078506469727,44095400,0.0,0.0
2022-01-26 00:00:00-05:00,47.42135596612733,48.89602761969565,47.06891775877047,47.94073486328125,54895400,0.0,0.0
2022-01-27 00:00:00-05:00,46.35476867510513,46.42896768283003,44.31434195671484,44.56475830078125,89642800,0.0,0.0
2022-01-28 00:00:00-05:00,44.24941747307896,44.70387752860311,42.94169009763616,44.26796722412109,61945400,0.0,0.0
2022-01-31 00:00:00-05:00,44.2216004086862,45.32528420525484,43.87843881445961,45.27891159057617,51828400,0.0,0.0
2022-02-01 00:00:00-05:00,45.24181159324788,45.47367820213169,44.85227738856484,45.39948272705078,35386100,0.0,0.0
2022-02-02 00:00:00-05:00,44.750251526553136,45.98378347412771,44.60185705161216,45.91885757446289,37962700,0.0,0.0
2022-02-03 00:00:00-05:00,45.677723593571336,46.08580756620817,44.750257124666334,44.778079986572266,42145800,0.0,0.0
2022-02-04 00:00:00-05:00,44.72668183848054,45.08180483587133,44.044474215173935,44.86685943603516,32431500,0.365,0.0
2022-02-07 00:00:00-05:00,44.9790042687875,45.474304846959285,44.82013205232649,45.02573013305664,27558500,0.0,0.0
2022-02-08 00:00:00-05:00,44.838820039083416,45.73596940542432,44.76405937436569,45.61448287963867,28051200,0.0,0.0
2022-02-09 00:00:00-05:00,46.100441077019845,46.69854067273571,45.63317532224748,46.6424674987793,35217300,0.0,0.0
2022-02-10 00:00:00-05:00,45.96026273730189,46.661161412354325,45.56775762549592,45.66121292114258,32762700,0.0,0.0
2022-02-11 00:00:00-05:00,45.74532307973072,45.89484799491961,44.39025153054413,44.5117416381836,37208200,0.0,0.0
2022-02-14 00:00:00-05:00,44.78274889229425,45.025729084764606,44.0257806398751,44.46501159667969,28456900,0.0,0.0
2022-02-15 00:00:00-05:00,44.57715592053723,45.287398334299496,44.10054283074843,45.26870727539063,35837900,0.0,0.0
2022-02-16 00:00:00-05:00,44.91358770707936,45.31543655994511,44.483700483462655,45.07245635986328,26022900,0.0,0.0
2022-02-17 00:00:00-05:00,44.726676755759605,45.1004872050473,44.278102077641584,44.45566177368164,32030600,0.0,0.0
2022-02-18 00:00:00-05:00,43.166013996917606,43.18470505700506,41.59600059912309,42.091304779052734,76520100,0.0,0.0
2022-02-22 00:00:00-05:00,41.76420974731445,42.43707354064195,40.97920317675059,41.76420974731445,57093300,0.0,0.0
2022-02-23 00:00:00-05:00,42.21278659149934,42.7174344624404,41.63337805354189,41.72683334350586,38176700,0.0,0.0
2022-02-24 00:00:00-05:00,41.02593360177672,43.72672902200007,40.77360967312874,43.66131210327149,72740100,0.0,0.0
2022-02-25 00:00:00-05:00,43.85756481082986,44.6612624937742,43.222083087802005,44.58649826049805,39266300,0.0,0.0
